,neighbourhood_group,price,minimum_nights,number_of_reviews,price_category,availability_365
15914,Manhattan,150,30,12,Medium,325
16414,Manhattan,150,10,12,Medium,6
16788,Manhattan,150,3,12,Medium,0
17843,Brooklyn,150,1,12,Medium,0
18989,Brooklyn,150,4,12,Medium,5
19245,Manhattan,150,7,12,Medium,32
21076,Brooklyn,150,5,12,Medium,26
22242,Brooklyn,150,8,12,Medium,0
22779,Manhattan,150,3,12,Medium,0
23825,Brooklyn,150,3,12,Medium,0
27103,Brooklyn,150,30,12,Medium,0
28704,Manhattan,150,3,12,Medium,0
30456,Manhattan,150,2,12,Medium,0
31794,Manhattan,150,4,12,Medium,0
33230,Manhattan,150,7,12,Medium,354
34483,Brooklyn,150,2,12,Medium,0
36124,Manhattan,150,1,12,Medium,0
36234,Manhattan,150,3,12,Medium,0
37096,Brooklyn,150,8,12,Medium,34
39835,Manhattan,150,2,12,Medium,184
39920,Manhattan,150,4,12,Medium,72
43999,Brooklyn,150,3,12,Medium,173
1769,Brooklyn,150,4,13,Medium,15
5026,Brooklyn,150,2,13,Medium,0
5061,Manhattan,150,1,13,Medium,273
5355,Manhattan,150,30,13,Medium,331
8996,Manhattan,150,3,13,Medium,0
10621,Manhattan,150,2,13,Medium,362
10657,Manhattan,150,2,13,Medium,271
15808,Manhattan,150,2,13,Medium,26
17243,Manhattan,150,3,13,Medium,207
18231,Manhattan,150,2,13,Medium,69
19670,Brooklyn,150,30,13,Medium,220
20085,Brooklyn,150,2,13,Medium,0
22960,Brooklyn,150,4,13,Medium,6
26140,Manhattan,150,2,13,Medium,0
30319,Brooklyn,150,2,13,Medium,282
30360,Manhattan,150,5,13,Medium,0
36905,Brooklyn,150,1,13,Medium,0
37022,Brooklyn,150,2,13,Medium,160
40077,Brooklyn,150,1,13,Medium,89
42507,Manhattan,150,3,13,Medium,9
42922,Manhattan,150,3,13,Medium,61
1902,Manhattan,150,4,14,Medium,18
5623,Brooklyn,150,5,14,Medium,363
5660,Brooklyn,150,5,14,Medium,0
6871,Manhattan,150,5,14,Medium,66
15916,Brooklyn,150,1,14,Medium,0
16764,Brooklyn,150,2,14,Medium,0
18869,Brooklyn,150,2,14,Medium,363
19870,Brooklyn,150,2,14,Medium,0
26028,Manhattan,150,5,14,Medium,16
28329,Brooklyn,150,3,14,Medium,84
28545,Brooklyn,150,7,14,Medium,128
28574,Manhattan,150,1,14,Medium,353
29002,Brooklyn,150,4,14,Medium,0
29607,Manhattan,150,2,14,Medium,0
29897,Brooklyn,150,1,14,Medium,307
32483,Brooklyn,150,1,14,Medium,0
34009,Manhattan,150,2,14,Medium,0
35906,Brooklyn,150,2,14,Medium,2
37262,Brooklyn,150,3,14,Medium,153
39797,Manhattan,150,2,14,Medium,7
5244,Brooklyn,150,7,15,Medium,280
5398,Manhattan,150,3,15,Medium,0
7078,Manhattan,150,4,15,Medium,5
8446,Brooklyn,150,5,15,Medium,0
8534,Brooklyn,150,5,15,Medium,342
10496,Manhattan,150,4,15,Medium,0
14004,Manhattan,150,31,15,Medium,0
16456,Brooklyn,150,1,15,Medium,55
17834,Brooklyn,150,3,15,Medium,154
23053,Brooklyn,150,2,15,Medium,0
28070,Brooklyn,150,2,15,Medium,1
32422,Manhattan,150,2,15,Medium,57
37305,Brooklyn,150,3,15,Medium,19
38225,Brooklyn,150,3,15,Medium,77
38666,Manhattan,150,2,15,Medium,9
40270,Manhattan,150,3,15,Medium,7
41211,Brooklyn,150,3,15,Medium,35
42590,Brooklyn,150,3,15,Medium,75
2512,Manhattan,150,12,16,Medium,35
8527,Brooklyn,150,3,16,Medium,0
10793,Manhattan,150,2,16,Medium,0
12955,Brooklyn,150,30,16,Medium,365
14172,Manhattan,150,1,16,Medium,0
15095,Manhattan,150,2,16,Medium,220
16819,Brooklyn,150,2,16,Medium,0
19025,Brooklyn,150,2,16,Medium,35
22243,Manhattan,150,1,16,Medium,0
22355,Manhattan,150,4,16,Medium,12
27274,Brooklyn,150,2,16,Medium,66
28344,Brooklyn,150,1,16,Medium,334
29687,Manhattan,150,3,16,Medium,0
33493,Brooklyn,150,6,16,Medium,168
36735,Manhattan,150,3,16,Medium,50
37820,Brooklyn,150,3,16,Medium,66
39220,Manhattan,150,1,16,Medium,20
39424,Manhattan,150,5,16,Medium,3
42021,Manhattan,150,1,16,Medium,255
1585,Manhattan,150,5,17,Medium,36
2209,Brooklyn,150,2,17,Medium,23
2746,Brooklyn,150,3,17,Medium,0
5808,Brooklyn,150,4,17,Medium,170
6902,Manhattan,150,1,17,Medium,264
8408,Brooklyn,150,2,17,Medium,336
8953,Manhattan,150,30,17,Medium,0
9905,Manhattan,150,3,17,Medium,364
13565,Manhattan,150,3,17,Medium,43
14125,Manhattan,150,1,17,Medium,363
14814,Manhattan,150,30,17,Medium,157
14949,Manhattan,150,4,17,Medium,26
16161,Manhattan,150,2,17,Medium,15
19784,Brooklyn,150,1,17,Medium,102
22923,Manhattan,150,2,17,Medium,338
27199,Brooklyn,150,3,17,Medium,0
27298,Manhattan,150,3,17,Medium,14
27484,Manhattan,150,6,17,Medium,0
28943,Manhattan,150,12,17,Medium,0
31344,Brooklyn,150,2,17,Medium,0
31561,Manhattan,150,2,17,Medium,0
34243,Brooklyn,150,2,17,Medium,0
35130,Manhattan,150,3,17,Medium,188
35203,Brooklyn,150,2,17,Medium,0
35367,Manhattan,150,1,17,Medium,362
35370,Manhattan,150,2,17,Medium,0
35422,Brooklyn,150,2,17,Medium,11
39432,Brooklyn,150,2,17,Medium,244
40554,Manhattan,150,2,17,Medium,19
41219,Manhattan,150,2,17,Medium,16
1444,Brooklyn,150,3,18,Medium,68
2501,Manhattan,150,3,18,Medium,0
2724,Manhattan,150,30,18,Medium,135
2911,Manhattan,150,30,18,Medium,340
4991,Manhattan,150,3,18,Medium,0
5544,Brooklyn,150,5,18,Medium,254
15860,Manhattan,150,2,18,Medium,0
16620,Manhattan,150,2,18,Medium,0
17432,Manhattan,150,3,18,Medium,0
18140,Brooklyn,150,3,18,Medium,0
22088,Manhattan,150,2,18,Medium,0
25324,Manhattan,150,3,18,Medium,4
25434,Brooklyn,150,2,18,Medium,86
26492,Manhattan,150,80,18,Medium,182
32184,Manhattan,150,1,18,Medium,355
33736,Brooklyn,150,4,18,Medium,52
35523,Manhattan,150,2,18,Medium,112
38980,Brooklyn,150,1,18,Medium,175
39513,Brooklyn,150,2,18,Medium,299
41284,Manhattan,150,1,18,Medium,0
1192,Manhattan,150,7,19,Medium,24
2867,Manhattan,150,3,19,Medium,9
3518,Brooklyn,150,1,19,Medium,0
11555,Brooklyn,150,2,19,Medium,0
19774,Brooklyn,150,3,19,Medium,0
20151,Brooklyn,150,4,19,Medium,80
21352,Brooklyn,150,3,19,Medium,7
29720,Brooklyn,150,2,19,Medium,1
31199,Brooklyn,150,2,19,Medium,0
10245,Brooklyn,150,1,20,Medium,35
13923,Brooklyn,150,30,20,Medium,326
17519,Manhattan,150,4,20,Medium,82
17644,Manhattan,150,5,20,Medium,178
23704,Brooklyn,150,3,20,Medium,5
28549,Manhattan,150,3,20,Medium,36
29759,Manhattan,150,2,20,Medium,0
29972,Manhattan,150,2,20,Medium,2
32363,Brooklyn,150,2,20,Medium,0
35373,Manhattan,150,5,20,Medium,26
41236,Manhattan,150,1,20,Medium,272
126,Manhattan,150,5,21,Medium,189
2306,Brooklyn,150,2,21,Medium,3
6059,Brooklyn,150,7,21,Medium,292
7641,Manhattan,150,2,21,Medium,191
13169,Brooklyn,150,2,21,Medium,11
14548,Manhattan,150,2,21,Medium,333
20366,Manhattan,150,1,21,Medium,0
24522,Manhattan,150,2,21,Medium,157
27169,Manhattan,150,1,21,Medium,2
27359,Brooklyn,150,2,21,Medium,48
28246,Manhattan,150,2,21,Medium,1
30405,Manhattan,150,4,21,Medium,5
421,Manhattan,150,4,22,Medium,0
4109,Brooklyn,150,28,22,Medium,207
7200,Manhattan,150,5,22,Medium,6
21969,Manhattan,150,4,22,Medium,238
33522,Manhattan,150,3,22,Medium,261
34501,Brooklyn,150,3,22,Medium,144
36214,Brooklyn,150,4,22,Medium,123
37561,Brooklyn,150,3,22,Medium,50
42578,Manhattan,150,1,22,Medium,29
1092,Manhattan,150,2,23,Medium,0
1833,Manhattan,150,6,23,Medium,0
4059,Manhattan,150,3,23,Medium,0
6204,Manhattan,150,2,23,Medium,12
6312,Manhattan,150,7,23,Medium,0
14032,Brooklyn,150,21,23,Medium,0
18785,Manhattan,150,1,23,Medium,14
24001,Brooklyn,150,3,23,Medium,120
27933,Manhattan,150,2,23,Medium,0
41491,Manhattan,150,1,23,Medium,106
590,Brooklyn,150,5,24,Medium,363
2582,Brooklyn,150,2,24,Medium,296
8429,Brooklyn,150,1,24,Medium,299
26142,Manhattan,150,1,24,Medium,27
29265,Manhattan,150,2,24,Medium,149
34650,Manhattan,150,2,24,Medium,47
4266,Brooklyn,150,7,25,Medium,16
4813,Brooklyn,150,3,25,Medium,18
10310,Manhattan,150,2,25,Medium,0
13474,Manhattan,150,2,25,Medium,0
13543,Manhattan,150,3,25,Medium,22
16679,Manhattan,150,1,25,Medium,0
21093,Brooklyn,150,3,25,Medium,64
35375,Brooklyn,150,5,25,Medium,54
36699,Manhattan,150,2,25,Medium,129
39476,Manhattan,150,2,25,Medium,19
3048,Manhattan,150,1,26,Medium,0
3511,Manhattan,150,30,26,Medium,269
4779,Brooklyn,150,4,26,Medium,0
22163,Brooklyn,150,3,26,Medium,0
31274,Brooklyn,150,3,26,Medium,26
31447,Manhattan,150,3,26,Medium,340
34630,Manhattan,150,2,26,Medium,55
34924,Manhattan,150,2,26,Medium,0
38600,Brooklyn,150,3,26,Medium,241
39143,Brooklyn,150,3,26,Medium,93
7034,Manhattan,150,3,27,Medium,0
25042,Brooklyn,150,3,27,Medium,25
27294,Manhattan,150,2,27,Medium,63
29562,Brooklyn,150,3,27,Medium,319
30099,Manhattan,150,3,27,Medium,320
32009,Brooklyn,150,3,27,Medium,288
33121,Manhattan,150,3,27,Medium,19
34252,Brooklyn,150,4,27,Medium,29
1326,Brooklyn,150,2,28,Medium,72
2535,Manhattan,150,1,28,Medium,364
10473,Brooklyn,150,3,28,Medium,168
21579,Manhattan,150,90,28,Medium,0
24637,Manhattan,150,2,28,Medium,9
25730,Manhattan,150,3,28,Medium,1
29009,Manhattan,150,1,28,Medium,68
32206,Brooklyn,150,3,28,Medium,316
33251,Manhattan,150,2,28,Medium,0
33581,Brooklyn,150,5,28,Medium,62
33937,Brooklyn,150,3,28,Medium,57
36026,Manhattan,150,2,28,Medium,0
3123,Manhattan,150,5,29,Medium,260
18353,Manhattan,150,2,29,Medium,0
18643,Manhattan,150,7,29,Medium,31
27075,Brooklyn,150,1,29,Medium,135
31355,Manhattan,150,2,29,Medium,127
37986,Manhattan,150,2,29,Medium,11
3875,Manhattan,150,3,30,Medium,4
11891,Brooklyn,150,5,30,Medium,284
20750,Brooklyn,150,2,30,Medium,0
28552,Manhattan,150,2,30,Medium,109
33644,Manhattan,150,3,30,Medium,20
33967,Manhattan,150,1,30,Medium,66
34093,Manhattan,150,3,30,Medium,159
4618,Manhattan,150,2,31,Medium,0
6499,Manhattan,150,30,31,Medium,213
26228,Manhattan,150,5,31,Medium,24
36024,Manhattan,150,2,31,Medium,124
1551,Brooklyn,150,3,32,Medium,365
4478,Manhattan,150,1,32,Medium,3
10053,Manhattan,150,1,32,Medium,358
25004,Brooklyn,150,4,32,Medium,92
26847,Manhattan,150,2,32,Medium,76
31584,Manhattan,150,4,32,Medium,216
4279,Manhattan,150,3,33,Medium,107
21282,Brooklyn,150,2,33,Medium,80
22436,Brooklyn,150,2,33,Medium,177
29263,Manhattan,150,2,33,Medium,0
32060,Manhattan,150,2,33,Medium,304
35942,Manhattan,150,5,33,Medium,58
11840,Brooklyn,150,3,34,Medium,0
20286,Brooklyn,150,2,34,Medium,3
32402,Manhattan,150,3,34,Medium,3
16116,Manhattan,150,3,35,Medium,0
28272,Brooklyn,150,4,35,Medium,105
322,Manhattan,150,3,36,Medium,49
2269,Manhattan,150,10,36,Medium,0
6056,Manhattan,150,2,36,Medium,0
7014,Manhattan,150,4,36,Medium,294
7977,Manhattan,150,5,36,Medium,0
9690,Brooklyn,150,2,36,Medium,248
18969,Manhattan,150,2,36,Medium,13
19782,Manhattan,150,3,36,Medium,5
31675,Brooklyn,150,3,36,Medium,332
32419,Brooklyn,150,2,36,Medium,293
34201,Brooklyn,150,5,36,Medium,145
34217,Brooklyn,150,1,36,Medium,29
454,Manhattan,150,2,37,Medium,0
1948,Brooklyn,150,2,37,Medium,230
3238,Brooklyn,150,7,37,Medium,39
4741,Brooklyn,150,5,37,Medium,86
5712,Brooklyn,150,3,37,Medium,320
14342,Manhattan,150,4,37,Medium,0
14632,Manhattan,150,5,37,Medium,0
18200,Manhattan,150,3,37,Medium,0
20485,Brooklyn,150,2,37,Medium,0
31998,Brooklyn,150,2,37,Medium,100
178,Manhattan,150,26,38,Medium,225
4222,Manhattan,150,3,38,Medium,357
7091,Manhattan,150,1,38,Medium,307
19133,Manhattan,150,20,38,Medium,29
36035,Manhattan,150,2,38,Medium,243
12240,Manhattan,150,3,39,Medium,0
22696,Manhattan,150,2,39,Medium,0
25656,Brooklyn,150,1,39,Medium,266
2872,Manhattan,150,7,40,Medium,0
11471,Brooklyn,150,7,40,Medium,279
11727,Brooklyn,150,2,40,Medium,0
16110,Manhattan,150,3,40,Medium,4
17132,Brooklyn,150,3,40,Medium,327
22712,Brooklyn,150,3,40,Medium,170
35847,Manhattan,150,1,40,Medium,66
37086,Brooklyn,150,2,40,Medium,31
228,Manhattan,150,3,41,Medium,244
15308,Manhattan,150,1,41,Medium,274
28872,Brooklyn,150,2,41,Medium,0
33999,Manhattan,150,2,41,Medium,316
34521,Manhattan,150,2,41,Medium,67
38204,Brooklyn,150,2,41,Medium,60
2085,Brooklyn,150,2,42,Medium,365
3343,Brooklyn,150,4,42,Medium,0
6286,Manhattan,150,2,42,Medium,258
16359,Brooklyn,150,30,42,Medium,117
18172,Manhattan,150,2,42,Medium,83
23525,Manhattan,150,3,42,Medium,40
30127,Brooklyn,150,4,42,Medium,244
30677,Manhattan,150,3,42,Medium,3
528,Manhattan,150,28,43,Medium,258
3129,Manhattan,150,4,43,Medium,188
3324,Brooklyn,150,2,43,Medium,285
10128,Brooklyn,150,7,43,Medium,53
20441,Brooklyn,150,3,43,Medium,67
28529,Brooklyn,150,1,43,Medium,267
29824,Brooklyn,150,3,43,Medium,10
2241,Manhattan,150,7,44,Medium,365
7860,Manhattan,150,1,44,Medium,0
26639,Manhattan,150,1,44,Medium,305
34982,Brooklyn,150,3,44,Medium,252
7151,Brooklyn,150,3,45,Medium,0
13802,Brooklyn,150,3,45,Medium,129
16935,Manhattan,150,4,45,Medium,6
27135,Brooklyn,150,4,45,Medium,13
8107,Brooklyn,150,7,47,Medium,291
17266,Manhattan,150,3,47,Medium,39
18071,Manhattan,150,5,47,Medium,0
26268,Brooklyn,150,5,47,Medium,76
300,Manhattan,150,30,48,Medium,35
2119,Brooklyn,150,30,48,Medium,0
3775,Manhattan,150,2,48,Medium,0
7661,Manhattan,150,5,48,Medium,0
11574,Manhattan,150,1,48,Medium,326
13259,Manhattan,150,1,48,Medium,321
24216,Brooklyn,150,1,48,Medium,330
26114,Manhattan,150,30,48,Medium,199
31380,Brooklyn,150,2,48,Medium,53
3829,Manhattan,150,1,49,Medium,0
16017,Manhattan,150,1,49,Medium,0
30668,Brooklyn,150,2,49,Medium,210
31306,Manhattan,150,3,49,Medium,64
3030,Manhattan,150,3,50,Medium,152
5413,Manhattan,150,3,50,Medium,365
28929,Brooklyn,150,1,50,Medium,335
32132,Manhattan,150,2,50,Medium,298
7835,Brooklyn,150,3,51,Medium,180
9294,Manhattan,150,1,51,Medium,0
11332,Manhattan,150,6,51,Medium,66
12207,Manhattan,150,2,51,Medium,0
28521,Brooklyn,150,2,51,Medium,231
184,Brooklyn,150,5,52,Medium,18
1717,Brooklyn,150,5,52,Medium,311
2585,Brooklyn,150,3,52,Medium,342
4233,Brooklyn,150,2,52,Medium,53
10276,Manhattan,150,2,52,Medium,72
14257,Manhattan,150,1,52,Medium,7
25425,Manhattan,150,5,52,Medium,113
26499,Brooklyn,150,2,53,Medium,160
3480,Manhattan,150,90,54,Medium,153
26932,Brooklyn,150,3,54,Medium,59
27212,Manhattan,150,3,54,Medium,24
4531,Brooklyn,150,3,55,Medium,7
20238,Manhattan,150,1,56,Medium,272
25499,Manhattan,150,2,57,Medium,149
27971,Manhattan,150,3,57,Medium,49
28625,Brooklyn,150,6,57,Medium,128
27,Manhattan,150,10,58,Medium,75
7435,Manhattan,150,3,58,Medium,40
12269,Brooklyn,150,2,59,Medium,19
29843,Brooklyn,150,2,59,Medium,231
32093,Manhattan,150,30,59,Medium,207
35009,Manhattan,150,1,59,Medium,0
4767,Manhattan,150,1,60,Medium,188
23556,Manhattan,150,2,60,Medium,125
24482,Manhattan,150,2,60,Medium,94
10728,Brooklyn,150,4,61,Medium,365
19363,Brooklyn,150,2,61,Medium,0
22018,Manhattan,150,2,61,Medium,287
22114,Brooklyn,150,2,61,Medium,117
27224,Manhattan,150,2,61,Medium,26
29262,Brooklyn,150,2,61,Medium,85
31184,Manhattan,150,1,61,Medium,8
8220,Brooklyn,150,2,63,Medium,0
13185,Manhattan,150,1,65,Medium,186
19031,Brooklyn,150,2,66,Medium,55
23478,Manhattan,150,4,67,Medium,242
3366,Brooklyn,150,5,68,Medium,202
5324,Brooklyn,150,3,68,Medium,88
11116,Brooklyn,150,1,68,Medium,74
15514,Brooklyn,150,2,68,Medium,319
17291,Brooklyn,150,2,68,Medium,100
24361,Brooklyn,150,2,68,Medium,263
30369,Brooklyn,150,2,68,Medium,32
17963,Manhattan,150,2,69,Medium,39
18145,Brooklyn,150,4,69,Medium,114
22260,Brooklyn,150,2,69,Medium,278
24674,Brooklyn,150,2,69,Medium,328
26138,Brooklyn,150,1,69,Medium,127
27092,Manhattan,150,2,69,Medium,69
8695,Brooklyn,150,4,70,Medium,293
21792,Brooklyn,150,3,70,Medium,89
5212,Manhattan,150,3,72,Medium,283
6794,Brooklyn,150,3,73,Medium,120
14199,Manhattan,150,3,73,Medium,32
15653,Brooklyn,150,3,73,Medium,259
20201,Brooklyn,150,4,73,Medium,228
6224,Manhattan,150,3,74,Medium,263
19413,Manhattan,150,2,74,Medium,112
6981,Manhattan,150,3,75,Medium,234
1552,Brooklyn,150,3,76,Medium,266
12017,Brooklyn,150,4,76,Medium,274
12504,Manhattan,150,4,76,Medium,299
13708,Brooklyn,150,2,77,Medium,142
19302,Brooklyn,150,4,77,Medium,258
23302,Manhattan,150,3,77,Medium,59
23705,Brooklyn,150,2,77,Medium,106
36907,Brooklyn,150,1,77,Medium,77
10072,Brooklyn,150,1,78,Medium,365
20772,Brooklyn,150,4,78,Medium,29
23950,Manhattan,150,5,78,Medium,281
1549,Brooklyn,150,4,79,Medium,246
29420,Manhattan,150,1,79,Medium,87
32567,Manhattan,150,2,79,Medium,120
24051,Brooklyn,150,3,80,Medium,42
19980,Manhattan,150,2,81,Medium,63
23848,Manhattan,150,3,81,Medium,282
587,Manhattan,150,3,82,Medium,90
5836,Manhattan,150,4,82,Medium,46
30116,Brooklyn,150,4,82,Medium,331
33431,Manhattan,150,1,82,Medium,51
19972,Manhattan,150,2,85,Medium,194
17868,Manhattan,150,3,86,Medium,226
1053,Brooklyn,150,3,87,Medium,73
21589,Manhattan,150,3,87,Medium,39
830,Manhattan,150,1,88,Medium,0
23173,Brooklyn,150,2,88,Medium,0
24528,Manhattan,150,30,88,Medium,3
1040,Brooklyn,150,20,89,Medium,247
11118,Manhattan,150,2,89,Medium,55
16629,Manhattan,150,1,89,Medium,139
2025,Manhattan,150,3,90,Medium,184
11765,Manhattan,150,3,90,Medium,37
27414,Manhattan,150,4,92,Medium,0
8954,Brooklyn,150,4,93,Medium,320
2875,Brooklyn,150,3,94,Medium,250
3640,Brooklyn,150,2,94,Medium,144
3946,Manhattan,150,1,94,Medium,215
387,Brooklyn,150,30,95,Medium,281
8064,Brooklyn,150,4,95,Medium,0
33009,Brooklyn,150,1,95,Medium,243
10028,Brooklyn,150,4,96,Medium,3
44,Manhattan,150,7,97,Medium,309
6272,Brooklyn,150,2,99,Medium,246
19459,Brooklyn,150,2,100,Medium,0
22305,Manhattan,150,3,102,Medium,222
26158,Manhattan,150,3,103,Medium,94
26433,Manhattan,150,1,103,Medium,7
55,Brooklyn,150,30,105,Medium,30
23928,Brooklyn,150,3,105,Medium,72
8933,Manhattan,150,2,106,Medium,318
8202,Manhattan,150,3,107,Medium,99
10904,Brooklyn,150,3,107,Medium,277
16019,Brooklyn,150,1,107,Medium,75
28294,Manhattan,150,1,107,Medium,365
3118,Brooklyn,150,7,108,Medium,359
31387,Manhattan,150,1,108,Medium,201
7232,Brooklyn,150,3,109,Medium,343
33016,Brooklyn,150,1,109,Medium,241
19300,Brooklyn,150,2,110,Medium,152
10629,Manhattan,150,4,111,Medium,99
21081,Brooklyn,150,2,112,Medium,195
21751,Brooklyn,150,2,115,Medium,32
12303,Brooklyn,150,4,116,Medium,165
5063,Brooklyn,150,3,117,Medium,242
7028,Brooklyn,150,4,119,Medium,273
14612,Manhattan,150,2,119,Medium,300
17808,Manhattan,150,1,119,Medium,316
18182,Manhattan,150,3,119,Medium,58
3668,Manhattan,150,2,120,Medium,29
16475,Brooklyn,150,2,120,Medium,149
2879,Manhattan,150,2,121,Medium,225
4936,Manhattan,150,2,121,Medium,0
11532,Brooklyn,150,2,121,Medium,287
11665,Brooklyn,150,2,123,Medium,263
18899,Brooklyn,150,4,123,Medium,101
9180,Brooklyn,150,3,125,Medium,271
14741,Brooklyn,150,3,125,Medium,264
13806,Brooklyn,150,2,131,Medium,0
22702,Brooklyn,150,1,131,Medium,185
28663,Manhattan,150,1,133,Medium,14
11107,Manhattan,150,2,134,Medium,36
2044,Brooklyn,150,3,136,Medium,301
16232,Manhattan,150,1,136,Medium,248
26768,Manhattan,150,1,138,Medium,197
8130,Brooklyn,150,3,139,Medium,238
23168,Brooklyn,150,2,140,Medium,94
16353,Brooklyn,150,2,141,Medium,299
12456,Manhattan,150,1,142,Medium,58
18690,Brooklyn,150,2,145,Medium,35
26861,Manhattan,150,1,146,Medium,60
5022,Manhattan,150,4,147,Medium,344
8439,Manhattan,150,2,150,Medium,2
344,Manhattan,150,2,151,Medium,52
3342,Brooklyn,150,3,154,Medium,218
18548,Brooklyn,150,2,154,Medium,271
4036,Manhattan,150,1,156,Medium,111
3299,Manhattan,150,1,157,Medium,365
9,Manhattan,150,1,160,Medium,188
1158,Manhattan,150,2,162,Medium,231
79,Manhattan,150,3,167,Medium,295
17469,Brooklyn,150,1,174,Medium,236
16740,Brooklyn,150,2,179,Medium,300
20289,Brooklyn,150,1,179,Medium,0
9704,Brooklyn,150,1,191,Medium,290
172,Brooklyn,150,2,193,Medium,177
4268,Brooklyn,150,1,197,Medium,209
11299,Brooklyn,150,2,198,Medium,92
756,Manhattan,150,2,203,Medium,300
5271,Brooklyn,150,3,203,Medium,308
11326,Manhattan,150,1,207,Medium,0
8798,Brooklyn,150,3,208,Medium,238
2425,Brooklyn,150,2,213,Medium,288
288,Brooklyn,150,2,214,Medium,263
16596,Brooklyn,150,2,215,Medium,72
3274,Manhattan,150,2,221,Medium,215
11323,Manhattan,150,1,225,Medium,0
7310,Brooklyn,150,2,233,Medium,5
5362,Brooklyn,150,2,254,Medium,294
319,Manhattan,150,3,286,Medium,191
12464,Manhattan,150,1,287,Medium,198
553,Manhattan,150,1,330,Medium,111
11342,Manhattan,149,5,11,Medium,0
1462,Manhattan,149,4,12,Medium,203
43420,Manhattan,149,3,12,Medium,151
7161,Manhattan,149,5,13,Medium,0
12700,Manhattan,149,7,13,Medium,0
23811,Brooklyn,149,2,13,Medium,0
28925,Brooklyn,149,9,13,Medium,29
33411,Manhattan,149,2,13,Medium,185
35263,Manhattan,149,5,13,Medium,123
6911,Manhattan,149,2,14,Medium,0
7903,Manhattan,149,4,14,Medium,0
9289,Manhattan,149,2,14,Medium,0
32738,Manhattan,149,1,14,Medium,264
38168,Brooklyn,149,3,14,Medium,0
42791,Manhattan,149,1,14,Medium,0
6678,Manhattan,149,4,15,Medium,0
7466,Manhattan,149,2,15,Medium,0
13525,Brooklyn,149,2,15,Medium,0
30242,Manhattan,149,3,15,Medium,120
32525,Manhattan,149,1,15,Medium,265
39952,Manhattan,149,1,15,Medium,35
45961,Manhattan,149,1,15,Medium,121
15210,Manhattan,149,2,16,Medium,0
16480,Manhattan,149,3,16,Medium,333
31625,Brooklyn,149,2,16,Medium,0
35571,Manhattan,149,1,16,Medium,337
27444,Brooklyn,149,2,17,Medium,1
35634,Manhattan,149,5,17,Medium,3
2257,Brooklyn,149,28,18,Medium,265
4866,Brooklyn,149,2,19,Medium,28
18352,Brooklyn,149,3,19,Medium,363
26701,Manhattan,149,2,19,Medium,274
31272,Manhattan,149,8,19,Medium,6
41072,Brooklyn,149,3,19,Medium,231
1364,Brooklyn,149,2,20,Medium,4
3170,Brooklyn,149,2,20,Medium,355
14123,Brooklyn,149,5,20,Medium,0
38140,Brooklyn,149,2,20,Medium,263
6296,Brooklyn,149,15,22,Medium,0
7918,Brooklyn,149,2,22,Medium,365
33935,Manhattan,149,4,22,Medium,65
35587,Brooklyn,149,2,22,Medium,83
36869,Brooklyn,149,3,22,Medium,13
531,Manhattan,149,6,23,Medium,0
12941,Manhattan,149,31,24,Medium,149
13688,Brooklyn,149,1,24,Medium,180
19056,Manhattan,149,2,24,Medium,0
29187,Brooklyn,149,29,24,Medium,3
34073,Brooklyn,149,2,24,Medium,145
40705,Brooklyn,149,2,24,Medium,194
16761,Manhattan,149,4,25,Medium,156
32593,Manhattan,149,30,25,Medium,0
35101,Manhattan,149,3,25,Medium,1
1944,Brooklyn,149,5,26,Medium,14
2265,Manhattan,149,5,26,Medium,0
5875,Manhattan,149,1,26,Medium,0
11730,Brooklyn,149,2,26,Medium,360
28716,Brooklyn,149,2,27,Medium,308
6113,Manhattan,149,3,28,Medium,329
18469,Brooklyn,149,2,28,Medium,2
22872,Brooklyn,149,1,30,Medium,284
